hora,tipo_sinal,direcao,tamanho_canal_pct_atr,distancia_sma_pct_atr,rsi,vela_gatilho_corpo_pct,aceleracao_velas_contra,vela_1_antes_corpo_pct,vela_1_antes_favor,vela_2_antes_corpo_pct,vela_2_antes_favor,alvo_win
18,0,-1,0.5563909774435775,0.8839097744362922,35.71663271219525,0.5689655172416367,1,0.1538461538461275,-1,0.2653061224489703,1,1
18,0,-1,0.5505952380951874,1.3403273809524552,34.53894454759299,0.5180722891566136,1,0.2692307692307856,-1,0.5689655172416367,1,1
20,0,1,0.6075533661739883,5.709359605910903,63.98288071646108,0.3943661971831866,0,0.5932203389830828,1,0.6964285714282316,1,1
7,0,1,0.6319115323857747,3.5319115323855432,59.36890559119164,0.2653061224488501,1,0.8400000000000948,-1,0.4915254237287561,1,1
7,0,1,0.655737704918349,3.164918032786829,55.85433155430763,0.627118644067669,0,0.097222222222235,1,0.2653061224488501,1,1
9,0,-1,0.9966777408640238,2.481229235880228,44.099346263055565,0.6999999999997502,0,0.1250000000002775,1,0.2926829268292749,1,0
15,0,1,0.4845202077335014,3.219208233705367,52.22734551186076,0.7997200937683123,0,0.2653450357594796,1,0.2348162146455261,1,1
15,0,-1,1.0632913907142851,4.08864338440844,22.46640663544366,0.1341807628853531,0,0.407829744790455,1,0.7802076345582307,1,1
17,1,-1,0.278941970734376,4.593443500347106,46.28740038492903,0.8257901139718942,1,0.4005596674345396,-1,0.009772432465892,1,1
17,0,-1,1.0492090625853172,4.730232782642651,42.25449701871094,0.3375704419304088,0,0.3900657806970295,1,0.482811694350429,1,0
17,0,-1,0.6212058675527461,2.1935880254060867,53.25405756470813,0.792444982715203,0,0.3309610559688531,1,0.6316776618807236,-1,0
18,0,1,0.6517436195669215,4.132490746728221,55.371663258897286,0.435008553789389,1,0.799581961628364,-1,0.2775493560527068,1,1
19,0,-1,1.9785403771362384,1.67251730134593,32.772309188348075,0.7848714013934628,0,0.9411576113558804,1,0.9783732415659778,1,1
22,1,-1,1.2906345546174465,3.2820805542821274,40.14577628166359,0.0754197319639208,0,0.9230403834012378,1,0.7130566031997854,1,1
22,0,-1,1.2229094088736852,2.9269166435754963,42.63683986101868,0.2221296420584553,0,0.1448186461060723,1,0.9944278622364464,1,1
22,0,-1,1.1954476416459616,3.001885247412692,41.27226820019937,0.1560402820263104,1,0.2221296420584553,-1,0.1448186461060723,1,1
22,0,-1,0.8304269785482621,2.280704364291173,54.51657664520439,0.5219895172654312,0,0.0607874907787981,1,0.7627687660799456,-1,1
8,0,1,1.046573701908833,1.5910079231151024,57.37902748134445,0.4934055507678337,0,0.4225441525756708,1,0.676789241604929,1,1
10,1,1,0.493794331419324,2.244486933711467,55.07047960068818,0.5777134011445215,0,0.5984419453090083,1,0.4324351191833068,1,1
10,0,1,0.658773647623129,3.726436729713647,59.6088839449236,0.5651916416809005,0,0.5143924632463955,1,0.1866808218613207,1,1
11,0,1,1.9290631109705128,3.1207249898825813,60.02509288374692,0.8211614434502582,0,0.6184663017394872,1,0.8736878193655758,1,1
11,0,-1,1.0629499295288134,2.3592487243835736,40.84829008504657,0.3651161707819292,0,0.8966497723817338,1,0.960919213447573,1,1
11,0,-1,1.0966525101197595,2.591515422706372,39.95960500394619,0.2706356362807361,1,0.3651161707819292,-1,0.8966497723817338,1,1
